# stack area ntrue nmarginal ra_stk dec_stk nobs observations
acisfJ0405070m410029_001 374.8 63 20 61.2794796063 -41.0082867607 1 07191_000
acisfJ0405206m364910_001 74.6 8 1 61.3361683067 -36.8194537831 1 11292_001
acisfJ0405374p380550_001 304.9 49 23 61.4062430461 38.0974551936 1 16120_000
acisfJ0405389m405831_001 381.1 19 5 61.4122876887 -40.9755540254 1 05756_001
acisfJ0405554p380030_001 379.1 15 8 61.4811038515 38.0085309408 1 12704_000
acisfJ0405565p541627_001 467.4 11 2 61.4857898659 54.2743547631 1 15792_000
acisfJ0406355p273602_001 379.5 23 5 61.6483063972 27.6007059843 1 13614_000
acisfJ0406520p504200_001 461.4 8 2 61.7169639434 50.7001979017 1 12421_000
acisfJ0406591p605503_001 455.2 25 8 61.7462898806 60.917680395 1 14574_000
acisfJ0407018m480749_001 381.3 54 18 61.7578845412 -48.1305006576 1 13477_000
acisfJ0407266p034042_001 385.1 12 2 61.860921282 3.6786081393 1 09299_000
acisfJ0407483m121120_001 13.2 5 0 61.9514686469 -12.1891568051 1 02131_000
acisfJ0408023p430019_001 308.2 13 11 62.0099844892 43.0053984046 1 13874_000
acisfJ0408176m210302_001 468.6 75 22 62.0737072227 -21.0508257223 1 10539_000
acisfJ0408538m241830_001 452.3 33 14 62.2242217047 -24.3085398231 1 03058_002
acisfJ0409129p110832_001 383.2 5 0 62.3039266227 11.1423203758 1 10149_000
acisfJ0409157p304641_001 460.9 26 10 62.315825823 30.7781760699 1 12361_000
acisfJ0409255p075822_001 456.7 11 3 62.3562583697 7.9729609536 1 04032_000
acisfJ0410582m562859_001 445.8 21 0 62.7425162907 -56.4831380403 1 07836_000
acisfJ0410583m312458_001 730.8 125 25 62.742731801 -31.4168686856 3 03870_000,03871_001,07605_000
acisfJ0411084p511006_001 449.6 22 6 62.7852155598 51.1683554675 1 07477_000
acisfJ0411312m481717_001 382.3 18 8 62.880114886 -48.288320971 1 13396_000
acisfJ0412171m283039_001 360.7 23 6 63.0714023947 -28.5110700557 1 04106_000
acisfJ0412219m005927_001 301.4 27 4 63.0913645002 -0.991024146561 1 16052_000
acisfJ0412545p103554_001 513.1 62 21 63.227061555 10.5993294699 4 06928_000,07231_000,07232_000,07233_000
acisfJ0412549p102027_001 505.3 52 11 63.2290270702 10.3417681336 6 06929_000,07217_000,07218_000,07222_000,07234_000,07235_000
acisfJ0413269p102614_001 454.6 41 28 63.3620856409 10.4372666722 1 01669_000
acisfJ0413291p102917_001 372.4 15 11 63.3713866919 10.4882339115 1 06102_000
acisfJ0413402p111140_001 12.1 4 1 63.4175116324 11.1946433729 1 04005_000
acisfJ0413487m320038_001 40.0 6 0 63.4532393626 -32.0105656671 1 10393_000
acisfJ0414246m584951_001 371.9 62 24 63.6025396934 -58.8310449455 1 14808_000
acisfJ0414305p141610_001 446.9 12 15 63.6271318154 14.2694725344 1 12158_000
acisfJ0414376p053407_001 637.5 98 25 63.659198745 5.56939041078 3 00418_001,01628_000,03419_000
acisfJ0414384p053504_001 906.3 94 25 63.6595391803 5.58370691554 4 00421_001,00422_000,03395_004,12800_000
acisfJ0415223m073922_001 375.8 7 2 63.8431550194 -7.6562142075 1 13644_000
acisfJ0415461m553331_001 445.1 29 9 63.9422868852 -55.5587461214 1 02077_001
acisfJ0415546m240354_001 377.2 59 21 63.9778864483 -24.0651812185 1 16237_000
acisfJ0415585m553456_001 455.7 100 18 63.9941340368 -55.582297156 1 02077_000
acisfJ0416015m240343_001 375.7 48 9 64.0065703014 -24.0620895842 1 10446_000
acisfJ0416039m205703_001 22.4 2 0 64.0165172661 -20.9508669431 1 03110_002
acisfJ0416104m240125_001 373.9 74 17 64.0435315734 -24.023863748 1 16236_000
acisfJ0416206m240424_001 370.8 78 28 64.0862104436 -24.0735069413 1 17313_000
acisfJ0416218m240555_001 379.9 87 22 64.0910835056 -24.0986589533 1 16523_000
acisfJ0416229m240319_001 375.7 108 34 64.0955560834 -24.055499466 1 16304_000
acisfJ0416283p280718_001 12.7 1 1 64.1183274086 28.1218549339 1 11020_000
acisfJ0417344m115648_001 373.5 38 8 64.3933403075 -11.946875008 1 03270_001
acisfJ0417361m475105_001 382.3 33 16 64.4008015728 -47.8515885338 1 13397_000
acisfJ0417421m115228_001 382.9 88 27 64.425551312 -11.8747017327 2 11759_000,12010_000
acisfJ0418185p283051_001 559.1 22 6 64.5783304313 28.5149602362 2 02522_000,03363_000
acisfJ0418214p380124_001 198.0 15 9 64.5912286461 38.0244648624 2 09279_000,14990_000
acisfJ0418329p573226_001 26.1 8 3 64.6379357248 57.5408568746 4 12312_000,13148_000,13235_000,13236_001
acisfJ0418345p282247_001 459.4 24 5 64.6440787174 28.3797909903 1 03364_003
acisfJ0419347p022036_001 380.1 23 8 64.89474501 2.343349437 1 03186_000
acisfJ0419362p023030_001 377.1 52 26 64.9008821455 2.5085568043 1 05800_000
acisfJ0419448p022222_001 571.5 54 17 64.9345940362 2.37546969091 2 03187_000,05801_000
acisfJ0419470m571557_001 453.8 21 5 64.9461012024 -57.2658432486 1 04066_000
acisfJ0420042m502248_001 495.0 55 18 65.017816527 -50.3800292652 2 02788_001,05541_000
acisfJ0420214p175359_001 303.2 14 6 65.0895142461 17.8999061185 1 16053_000
acisfJ0420300m204738_001 463.5 13 3 65.1252781285 -20.7941378801 1 04033_000
acisfJ0421203m184838_001 447.3 38 10 65.3346478344 -18.810608499 1 15060_001
acisfJ0421429p325444_001 454.9 52 17 65.428779519 32.9123506564 1 00676_000
acisfJ0421565p275453_001 13.0 1 0 65.4857378105 27.9147655593 1 11019_000
acisfJ0421566p152929_001 452.4 36 11 65.4860997644 15.4914804085 1 02562_000
acisfJ0421580p282620_001 20.4 8 0 65.4919462977 28.4390341093 1 10991_000
acisfJ0422001p265807_001 380.8 40 4 65.5006051995 26.9687016812 1 04488_001
acisfJ0422071p191554_001 232.4 15 5 65.5297150159 19.2652067108 1 03730_000
acisfJ0422289m501004_001 373.1 30 13 65.6208162783 -50.1678010806 1 11866_000
acisfJ0422546m250728_001 463.0 37 11 65.7277413426 -25.1246612311 1 10705_002
acisfJ0423297p751758_001 457.1 38 12 65.8738714372 75.2995239298 1 11673_000
acisfJ0423344p250315_001 451.4 27 8 65.8937257195 25.0542745739 1 10984_000
acisfJ0423402p040809_001 21.3 7 1 65.9178100238 4.1359239589 1 13897_000
acisfJ0424271p264935_001 149.5 27 10 66.1131088143 26.8264356311 1 12336_001
acisfJ0424579p271142_001 231.3 15 4 66.2412803229 27.1951056972 1 10998_000
acisfJ0425519m083343_001 375.9 25 12 66.466953593 -8.56308123653 2 03970_000,04183_000
acisfJ0426125m220234_001 454.0 15 5 66.5521271788 -22.0429380945 1 04067_000
acisfJ0426257m103255_001 303.3 10 6 66.6073304963 -10.548714435 1 13664_000
acisfJ0426264m545541_001 373.6 58 18 66.610156519 -54.9282097657 1 13472_000
acisfJ0426566p244351_001 450.4 18 12 66.7359900146 24.7308663159 1 04499_001
acisfJ0427023p260456_001 371.9 28 11 66.7597547519 26.0822749433 1 04487_001
acisfJ0427046p710345_001 454.7 22 10 66.7694405305 71.0625031647 1 15194_000
acisfJ0427049p260552_001 554.7 100 24 66.7724406771 26.0999155499 6 06409_000,07246_000,07247_000,11009_000,11010_000,11011_000
acisfJ0427225m594526_001 373.1 9 1 66.8441187358 -59.757397024 1 12495_000
acisfJ0428512m462146_001 374.8 6 0 67.2133529255 -46.3628132588 1 10155_000
acisfJ0429006m535112_001 380.6 49 21 67.2526476754 -53.8535526706 1 07250_001
acisfJ0429158m534905_001 380.7 45 18 67.3159949178 -53.818269745 1 06956_001
acisfJ0429233p243244_001 445.6 26 7 67.3470841799 24.5456024417 1 04498_001
acisfJ0429382m025518_001 376.7 67 15 67.4094826627 -2.921883127 1 03271_000
acisfJ0429423p263253_001 371.8 18 3 67.4263359076 26.5481526737 1 15264_000
acisfJ0429448p033949_001 459.2 3 4 67.436955191 3.6636430993 1 07765_000
acisfJ0430049p181337_001 73.1 4 1 67.5204344862 18.2272080444 1 11001_000
acisfJ0430141p351605_001 452.3 192 37 67.5587817448 35.2682922757 2 05428_000,05429_000
acisfJ0430231m612641_001 458.2 45 24 67.5964469181 -61.4449973442 1 00899_000
acisfJ0430451p645028_001 461.3 31 2 67.6882984687 64.8411356723 1 04745_002
acisfJ0430463p005139_001 13.1 3 0 67.6932592032 0.86104234434 1 13212_000
acisfJ0430494p004104_001 450.4 52 13 67.7059655613 0.684581415804 1 02217_000
acisfJ0430551p644949_001 465.2 76 17 67.7299822245 64.8302997244 1 00782_001
acisfJ0431042m612514_001 298.4 16 6 67.7675417345 -61.4206686454 1 07687_000
acisfJ0431116p585826_001 389.9 10 5 67.7985511573 58.9740598088 1 13643_000
acisfJ0431335p180800_001 689.6 90 22 67.8892073427 18.1337826253 3 01866_001,05381_001,11016_000
acisfJ0431403m050355_001 372.9 94 37 67.9179283636 -5.06542894314 2 04283_000,04371_000
acisfJ0431435m052610_001 447.0 19 3 67.9312791088 -5.4363097803 1 00936_000
acisfJ0431577p182102_001 524.2 28 8 67.9905743178 18.3506073779 2 05425_000,05426_000
acisfJ0432370m031225_001 379.6 17 9 68.1543259091 -3.2071809545 1 13616_000
acisfJ0432431p255229_001 25.7 5 0 68.17959556 25.8748158607 5 13270_000,13271_000,13630_000,13631_000,13632_000
acisfJ0433105p052152_001 461.2 28 12 68.2917362048 5.36503971565 2 01613_000,05693_000
acisfJ0433114p052040_001 12.2 3 0 68.2975964135 5.3445464835 1 01612_000
acisfJ0433342p242034_001 25.1 6 0 68.3928913799 24.3428486282 4 05415_000,05416_000,05417_000,05418_000
acisfJ0433368m131401_001 383.7 42 23 68.4034857116 -13.233737722 1 04976_000
acisfJ0433378m131500_001 610.3 24 14 68.4062869905 -13.2500342955 2 00931_000,03361_001
acisfJ0433386p175206_001 447.2 39 14 68.4111306695 17.8684341844 1 09922_002
acisfJ0433403p692342_001 460.8 19 11 68.4182577064 69.3950614997 1 10532_000
acisfJ0433538p261340_001 125.9 3 0 68.4742724294 26.2280382433 1 07419_000
acisfJ0434002m083435_001 458.8 26 11 68.5009663162 -8.5764734291 1 15050_000
acisfJ0435527p021433_001 154.5 25 4 68.9698207304 2.2427101987 1 03553_000
acisfJ0435550m124102_001 458.1 30 8 68.9794901569 -12.6841384626 1 10492_000
acisfJ0436283m025003_001 378.2 51 13 69.1179242723 -2.8341730014 1 06977_001
acisfJ0436485p505255_001 450.9 11 6 69.2024843463 50.8821944073 1 07478_000
acisfJ0437043p293937_001 451.0 46 15 69.2682854165 29.6604298006 1 00829_000
acisfJ0437088p004325_001 382.5 26 11 69.2870305123 0.72373130426 1 07900_000
acisfJ0437114m471120_001 11.3 3 0 69.2978213162 -47.1891168148 1 00741_000
acisfJ0437123p004606_001 376.7 43 8 69.3013909292 0.768448253979 1 11729_000
acisfJ0437153m471505_001 128.9 49 2 69.3140335966 -47.2514325196 7 06154_001,06155_000,06156_000,06158_000,06767_000,06768_000,07216_000
acisfJ0437282m471203_001 11.4 2 0 69.3677989129 -47.2008640522 1 06157_000
acisfJ0437371m022821_001 456.4 13 5 69.4048679871 -2.4725207834 1 05185_000
acisfJ0438148m121710_001 685.7 83 23 69.561724446 -12.2863016589 8 07761_003,11550_000,11551_000,11552_000,14489_000,14490_000,14491_000,14492_000
acisfJ0438219m542232_001 375.0 36 14 69.5914072833 -54.3758289028 1 12259_001
acisfJ0439064p071311_001 384.8 46 13 69.776726568 7.2198453816 1 03583_001
acisfJ0439084p052123_001 383.5 57 19 69.7853115486 5.35662513265 2 09369_000,09761_000
acisfJ0439086p052417_001 373.3 36 6 69.7860530823 5.4048333646 1 00527_000
acisfJ0439185p222049_001 125.2 5 2 69.827161677 22.3469616887 1 10999_000
acisfJ0439301m290440_001 377.8 36 16 69.8754194969 -29.0779886026 1 04438_002
acisfJ0439314p072432_001 453.8 49 20 69.8809277342 7.4089892788 1 03906_001
acisfJ0439330m290617_001 384.2 51 27 69.8876925992 -29.1047823788 1 03577_000
acisfJ0439342p072208_001 458.5 71 22 69.8928772102 7.3691160456 1 03905_000
acisfJ0439431m680904_001 24.3 2 0 69.9297507285 -68.1511646181 1 00083_001
acisfJ0439527p260304_001 459.1 22 4 69.969714834 26.0512625551 1 02563_001
acisfJ0440000m453441_001 455.7 18 9 70.0001720372 -45.5782303364 1 03315_000
acisfJ0440366p502741_001 615.1 165 36 70.1516408732 50.4620607317 3 07473_000,14571_001,14572_000
acisfJ0440491p292418_001 190.9 1 0 70.2048267622 29.4051864204 1 12677_000
acisfJ0441174p283945_001 122.2 8 3 70.3228970976 28.6625361591 1 11000_000
acisfJ0441271m025221_001 547.1 81 36 70.3630876272 -2.87274756171 2 00766_000,01969_000
acisfJ0441274m025114_001 668.7 100 28 70.3641743842 -2.85400043538 2 01968_000,01970_000
acisfJ0441345p541932_001 456.0 14 7 70.3939952335 54.3257399372 1 08474_000
acisfJ0441355m014823_001 462.6 40 15 70.3979292915 -1.8066459969 1 11676_000
acisfJ0441478m011825_001 20.5 9 0 70.4492705775 -1.3071241336 1 04003_000
acisfJ0441488p253415_001 148.2 12 2 70.4536822507 25.5710195843 1 12335_000
acisfJ0441531m580118_001 308.8 21 9 70.4714744346 -58.0219106583 1 13668_000
acisfJ0442062m485543_001 380.7 79 26 70.5260913683 -48.9287882374 3 13475_000,14371_000,14372_000
acisfJ0442146m202612_001 459.8 11 7 70.5609310315 -20.4368322472 1 07891_000
acisfJ0442255p020006_001 375.9 68 30 70.6064601167 2.0019358154 1 03242_000
acisfJ0442521p360623_001 454.9 38 9 70.717461411 36.1064428728 1 04507_000
acisfJ0442565p185725_001 378.4 5 4 70.7355619238 18.9572191632 1 13638_000
acisfJ0443084p021130_001 384.4 48 17 70.7852362034 2.191774354 1 04196_001
acisfJ0444363m280957_001 460.5 41 14 71.1516490437 -28.1658913159 1 11498_000
acisfJ0445339m572959_001 373.5 5 3 71.3914325998 -57.4999190455 1 12492_000
acisfJ0445411m591453_001 464.0 73 23 71.4215754113 -59.248179134 1 05932_001
acisfJ0446063p312234_001 300.8 14 4 71.5265830691 31.3763366444 1 09028_000
acisfJ0446164m584633_001 382.8 67 22 71.5687069236 -58.776059831 2 13482_000,15560_000
acisfJ0446512m483336_001 462.0 31 17 71.7134421298 -48.5600790446 1 07802_000
acisfJ0446541p165935_001 12.8 2 2 71.7256482459 16.9931382104 1 10992_000
acisfJ0447486m411217_001 445.2 20 8 71.9527677964 -41.2048145398 1 09164_000
acisfJ0447541m101032_001 385.0 65 12 71.9756894063 -10.1756142725 1 13675_000
acisfJ0448201m203003_001 372.0 74 23 72.0838431444 -20.5009602425 1 03578_000
acisfJ0448483m490003_001 379.6 70 21 72.2014983083 -49.0008380804 1 13473_000
acisfJ0449009p450024_001 449.0 25 13 72.2538040467 45.0067036813 1 02218_000
acisfJ0449587p450218_001 458.4 8 12 72.4948139689 45.0385352659 1 02219_000
acisfJ0449589m443810_001 373.0 40 14 72.49545797 -44.6363276204 1 09417_000
acisfJ0451578p000451_001 381.6 37 7 72.9911956406 0.0810588092436 1 05815_000
acisfJ0452412m532225_001 454.8 14 2 73.1720244482 -53.3738134142 1 02257_000
acisfJ0452499p520445_001 412.9 42 19 73.2050581409 52.080169524 2 12726_000,14957_000
acisfJ0452511m594415_001 448.2 17 3 73.2131446738 -59.7377575874 1 07839_000
acisfJ0453024m530441_001 449.9 14 2 73.2603208577 -53.0782206755 1 02258_000
acisfJ0453544p025336_001 385.9 96 28 73.4769596293 2.8934246063 1 09424_000
acisfJ0454025p025034_001 380.8 92 22 73.5107533373 2.8429139076 1 09430_000
acisfJ0454037m683018_001 377.2 41 11 73.5157317844 -68.5050333028 1 01990_001
acisfJ0454050p025609_001 382.5 94 30 73.5209165717 2.9358850337 1 09425_000
acisfJ0454092p025257_001 303.2 17 0 73.5385560197 2.8827389578 1 07703_000
acisfJ0454104m101147_001 459.6 66 25 73.5437184267 -10.1963963943 1 00430_000
acisfJ0454111p025835_001 371.9 22 9 73.5464371646 2.9766661993 1 00528_000
acisfJ0454127m025854_001 450.4 57 19 73.552994901 -2.981826903 1 00902_000
acisfJ0454136m101707_001 379.0 105 26 73.5570736315 -10.2854655488 2 12880_000,13190_000
acisfJ0454145m532106_001 445.1 70 23 73.5605552284 -53.3518774519 1 03930_001
acisfJ0454166p025239_001 381.5 90 22 73.5692478001 2.8775374104 1 09426_000
acisfJ0454167p025355_001 373.1 66 31 73.5698472063 2.8988573234 1 04215_001
acisfJ0454228p171006_001 125.4 3 1 73.5953500503 17.1684007109 1 11002_000
acisfJ0454351m671408_001 384.7 61 17 73.6465556123 -67.2356810864 1 03847_000
acisfJ0454560m180451_001 379.2 40 18 73.7334524588 -18.0810576084 1 03206_000
acisfJ0455109p302158_001 34.0 6 7 73.7957912265 30.3659215141 4 08940_000,09928_000,09929_000,09930_000
acisfJ0455202p065616_001 380.2 36 8 73.8342573176 6.9378579875 1 05812_000
acisfJ0455474m461608_001 11.4 3 0 73.9478653965 -46.2690679489 1 04893_000
acisfJ0455504m662628_001 721.1 140 25 73.9599901223 -66.4412500029 6 08210_000,08211_000,08467_000,08468_000,08469_001,08470_000
acisfJ0456088m511805_001 383.7 73 17 74.036949991 -51.3015161212 1 13474_000
acisfJ0456437p224908_001 304.1 20 6 74.1824052583 22.8190188862 1 09329_000
acisfJ0456483m454430_001 383.8 36 17 74.2016049348 -45.7416981306 1 06935_000
acisfJ0456592m045050_001 459.8 58 17 74.2468877449 -4.8474666656 1 02069_000
acisfJ0457051p452725_001 22.7 3 0 74.2715320436 45.4570260689 1 03878_001
acisfJ0457355p681958_001 450.6 13 3 74.3981806495 68.3328114641 1 07134_000
acisfJ0458216m023223_001 384.5 37 17 74.5901905574 -2.5398313279 1 11106_000
acisfJ0458471p295023_001 450.1 20 8 74.6966333086 29.8399975811 1 08939_000
acisfJ0459131p084837_001 378.2 38 15 74.8049492968 8.8104064805 1 15321_000
acisfJ0500137m701130_001 457.1 64 22 75.0572150829 -70.1918791267 1 03355_001
acisfJ0500143m032055_001 373.6 29 7 75.0599593263 -3.3487962253 1 13785_001
acisfJ0500339p033640_001 456.4 11 2 75.1413025781 3.6112603052 1 05186_000
acisfJ0500491m704606_001 450.4 13 0 75.2049431375 -70.7684745703 1 06271_000
acisfJ0501070p451627_001 22.1 3 1 75.2791501068 45.2743253234 2 14811_000,15564_000
acisfJ0501135m015841_001 11.9 1 0 75.3064352568 -1.9783218686 1 02985_000
acisfJ0501417m041434_001 385.1 68 9 75.4238881547 -4.2430018766 1 09405_000
acisfJ0501454m180919_001 454.7 24 2 75.4392144986 -18.1554069568 1 13004_000
acisfJ0502593p251611_001 302.6 16 3 75.747187639 25.2699396035 1 09300_000
acisfJ0503377p451647_001 22.5 3 0 75.9072368773 45.2798667138 1 03879_000
acisfJ0504136m662640_001 448.9 42 22 76.0568023473 -66.4446574027 1 03945_001
acisfJ0505330m675209_001 456.7 81 25 76.3875612623 -67.8692775642 2 03876_001,04440_001
acisfJ0506060m680208_001 454.9 52 20 76.5252229458 -68.0356993564 1 02762_001
acisfJ0506124m645532_001 459.5 39 12 76.5520756959 -64.9257554117 1 03946_000
acisfJ0506228m315729_001 459.8 59 23 76.5954129075 -31.9580635391 1 04062_001
acisfJ0506456m043935_001 456.0 20 0 76.6901137317 -4.6597672654 1 03739_000
acisfJ0507450m373058_001 453.9 88 19 76.9376679993 -37.5161333607 1 03012_000
acisfJ0507503p302359_001 11.4 5 1 76.9596949842 30.3999192836 1 14539_000
acisfJ0508462m684608_001 459.5 35 22 77.1926098855 -68.7690340858 1 03810_000
acisfJ0508579m534220_001 372.0 58 10 77.2413010947 -53.7056280909 1 09432_000
acisfJ0509196m673144_001 469.4 71 17 77.3318889927 -67.5290395405 3 00776_000,07635_000,08554_000
acisfJ0509545m451904_001 373.4 35 10 77.4773791306 -45.3177977944 1 15111_001
acisfJ0511013m220207_001 12.1 1 0 77.7557598592 -22.0354469967 1 10367_000
acisfJ0511059m075810_001 453.3 42 17 77.7748382914 -7.9694514085 1 14011_000
acisfJ0511474m450205_001 383.5 14 4 77.9476664022 -45.0348537733 1 13646_001
acisfJ0512444p602958_001 297.5 73 24 78.1853417903 60.4996855434 1 10489_000
acisfJ0513247p382852_001 452.6 6 2 78.3532021898 38.4813837804 1 05375_000
acisfJ0513286m692307_001 456.5 40 23 78.3694063372 -69.3854673276 1 14032_000
acisfJ0514065m400307_001 455.1 39 9 78.5273864458 -40.051998988 1 08966_000
acisfJ0514096p005626_001 384.0 12 4 78.5403355625 0.940605276345 1 09301_000
acisfJ0514286m492007_001 372.2 40 13 78.6192152724 -49.3353580513 1 04981_000
acisfJ0514417m490325_001 379.6 59 15 78.6740346021 -49.0571524055 1 04980_001
acisfJ0516037p245810_001 444.4 15 9 79.0158185184 24.9695936136 1 09326_000
acisfJ0516166m542930_001 376.0 39 15 79.0695451439 -54.4917696721 1 15099_001
acisfJ0516360m543337_001 372.8 26 4 79.1503001383 -54.560289797 1 09331_000
acisfJ0516383p062641_001 384.9 54 26 79.1596480952 6.44479606901 2 05808_000,07209_000
acisfJ0516527p794017_001 456.1 33 10 79.2195859213 79.6713983386 1 07887_000
acisfJ0517017m515955_001 710.2 97 26 79.2571551527 -51.9988786201 6 12924_000,13129_000,13130_000,13196_000,13214_000,13216_000
acisfJ0517091p163312_001 451.1 17 5 79.2881119922 16.55345183 1 09168_000
acisfJ0518055m484950_001 369.3 46 13 79.5230245614 -48.8306902716 1 04982_000
acisfJ0518378m691337_001 448.3 49 12 79.6577577639 -69.2271241933 1 14031_000
acisfJ0519203m690152_001 450.2 40 17 79.834654847 -69.0311658018 1 00118_000
acisfJ0519267m454559_001 445.7 100 28 79.8615005029 -45.7664279418 2 03090_000,04369_000
acisfJ0519270m454144_001 12.5 2 1 79.8625756368 -45.6957583374 1 00443_000
acisfJ0519345m690156_001 689.8 44 24 79.8938538742 -69.0324280208 3 11241_000,12062_000,12063_000
acisfJ0519356m323905_001 443.4 16 9 79.8985331724 -32.6514148074 1 11238_000
acisfJ0519445m454624_001 833.9 108 23 79.9344477881 -45.7743739929 6 11586_000,12039_000,12040_000,14221_000,14357_000,15580_000
acisfJ0520205m611528_001 457.8 12 6 80.0855895859 -61.2578574952 1 13001_000
acisfJ0520307p303411_001 299.5 90 28 80.1281913031 30.569819298 1 14940_000
acisfJ0520366m255305_001 381.7 8 2 80.1529056251 -25.8848548048 1 15971_000
acisfJ0520449m133056_001 378.5 41 13 80.1873736297 -13.5157132141 1 03272_000
acisfJ0521024m252216_001 460.7 40 13 80.2602419195 -25.371363634 1 03432_000
acisfJ0521105p163817_001 82.5 2 0 80.2940100036 16.6381535069 1 14996_001
acisfJ0521225m253224_001 383.6 38 12 80.3437821531 -25.5401633566 1 05758_000
acisfJ0521249m253119_001 376.5 42 13 80.3537936711 -25.5219960509 2 04928_001,06173_001
acisfJ0521448m694028_001 455.1 40 19 80.4368149305 -69.6745771237 1 14030_000
acisfJ0521581m362436_001 372.7 41 11 80.4923031836 -36.4102327111 1 04926_000
acisfJ0522155m482000_001 374.8 56 18 80.5649546418 -48.333603743 1 04208_001
acisfJ0522226m675420_001 450.4 27 12 80.5941867085 -67.9057842784 1 03356_000
acisfJ0522227m362731_001 381.9 54 11 80.5948918829 -36.458863866 1 05837_000
acisfJ0522499p332815_001 646.3 770 110 80.7080827186 33.470652599 5 06406_000,06407_000,06408_000,08462_000,08476_000
acisfJ0523401m140305_001 457.0 43 18 80.9174077554 -14.0516306868 1 08921_000
acisfJ0524097m243140_001 303.4 24 2 81.0407204354 -24.5279092859 1 09027_000
acisfJ0524420p015431_001 460.5 50 13 81.1752838251 1.9087613526 1 08571_000
acisfJ0525022m693837_001 311.2 67 16 81.2594850022 -69.6437302181 3 05532_000,07259_000,07266_002
acisfJ0525260m655907_001 444.3 26 18 81.3583938163 -65.9853748255 1 01041_000
acisfJ0525299m471432_001 374.1 33 12 81.3746447156 -47.2423340039 1 15122_001
acisfJ0525313m313606_001 380.4 21 7 81.3805780865 -31.6018487216 1 15155_000
acisfJ0525469p014543_001 460.5 50 8 81.4457117406 1.7619521128 1 08572_000
acisfJ0525479p014324_001 461.0 53 7 81.4495910267 1.7235567229 1 08573_000
acisfJ0525578m660451_001 42.8 9 1 81.4911441054 -66.081025568 4 10123_000,10806_000,10807_000,10808_000
acisfJ0526004m660401_001 450.3 9 1 81.5018449164 -66.0670659009 2 01957_000,02515_000
acisfJ0526480p425705_001 453.0 43 24 81.7003220315 42.9515049258 1 02803_000
acisfJ0526565p014017_001 461.3 49 15 81.7354327788 1.6714147631 1 08574_000
acisfJ0527283m124155_001 448.9 63 23 81.8681674699 -12.6987159695 1 07440_002
acisfJ0527420m525848_001 376.7 59 18 81.9253876941 -52.9802541636 1 11874_000
acisfJ0527511m525734_001 576.9 79 27 81.962078465 -52.9589121267 3 09341_000,10862_000,12092_000
acisfJ0527561m695355_001 79.7 2 0 81.983966534 -69.8987027295 1 04538_000
acisfJ0528038m525637_001 373.2 70 14 82.015946009 -52.943716072 2 11747_000,13126_000
acisfJ0528064m294419_001 381.9 31 13 82.0268833132 -29.7386778786 1 09418_000
acisfJ0528210m530135_001 380.4 26 10 82.0876246645 -53.026652918 1 11996_000
acisfJ0528425m392604_001 376.2 107 22 82.1771942285 -39.4345690804 2 15177_001,15658_001
acisfJ0528461m393009_001 370.9 54 14 82.1924092534 -39.5026517308 1 04994_000
acisfJ0529207p004111_001 13.4 8 2 82.3366236989 0.686501385844 1 06412_000
acisfJ0530429m043456_001 41.3 2 0 82.6788772536 -4.58240228276 5 13272_000,13273_000,13633_000,13634_000,13635_000
acisfJ0530504p521606_001 383.5 7 0 82.7103166273 52.2684831515 1 12681_000
acisfJ0531287p063028_001 302.3 24 8 82.8695984279 6.5079975161 1 16054_000
acisfJ0532006m710054_001 380.1 54 21 83.002602362 -71.0151759717 2 03848_000,04421_001
acisfJ0532147m751328_001 383.2 43 9 83.0612814536 -75.2246214487 1 15115_000
acisfJ0532254m112946_001 370.5 39 17 83.1058449465 -11.4963656735 1 13998_000
acisfJ0532387p073259_001 12.5 4 0 83.1613517006 7.5499866601 1 09289_000
acisfJ0532434m370225_001 374.2 44 14 83.1812337807 -37.0405113718 1 15112_000
acisfJ0533164m500413_001 377.2 44 16 83.3187498759 -50.0705358472 1 12002_002
acisfJ0533359m622919_001 453.3 60 15 83.3999919499 -62.4888006254 1 14605_000
acisfJ0533433m500223_001 378.3 53 20 83.4307677461 -50.039854555 2 11748_000,12001_000
acisfJ0533545m695248_001 452.5 52 18 83.4772619532 -69.8800260087 1 01991_000
acisfJ0534158p495745_001 446.9 63 23 83.5659267109 49.9625394236 1 12559_000
acisfJ0534316p220052_001 10.0 0 0 83.6316448315 22.013839221 43 00769_000,00770_000,00771_000,00772_000,00773_000,01994_000,01995_000,01997_000,01998_000,01999_000,02001_000,13139_000,13146_000,13147_000,13150_000,13151_000,13152_000,13153_000,13154_000,13204_000,13205_000,13206_000,13207_000,13208_000,13209_000,13210_000,13750_001,13751_000,13752_000,13754_000,13755_000,13756_000,13757_000,14416_000,14458_000,14678_000,14679_000,14680_000,14681_000,14682_000,14685_000,16245_000,16257_000
acisfJ0534322p215837_001 375.5 8 7 83.6343474156 21.977041145 1 04607_000
acisfJ0534325m703159_001 460.5 74 21 83.6355231396 -70.5332517991 1 03908_001
acisfJ0534340p221143_001 297.5 15 2 83.6419706182 22.1953977034 1 02798_002
acisfJ0534448m053346_001 963.0 438 30 83.6867396109 -5.56149329246 6 06204_000,06416_001,06417_000,06418_000,06419_000,08936_000
acisfJ0535058m054048_001 449.6 235 13 83.7742906162 -5.6800915443 1 02548_000
