# stack area ntrue nmarginal ra_stk dec_stk nobs observations
acisfJ1745548m291232_001 450.5 42 26 266.478458279 -29.2088906322 1 02291_000
acisfJ1745558m284900_001 457.6 276 159 266.482620278 -28.816885116 1 04500_000
acisfJ1745566m314143_001 373.2 12 0 266.486004372 -31.6954949843 1 08773_000
acisfJ1745584m301206_001 444.1 48 26 266.493428099 -30.2017467329 1 14584_000
acisfJ1745598m311732_001 373.0 4 0 266.499220648 -31.2922958688 1 08761_000
acisfJ1746006m285842_001 303.1 392 263 266.502486751 -28.9784713804 3 12949_000,13438_000,13508_000
acisfJ1746028m305323_001 373.1 5 0 266.511949677 -30.8897387561 1 08748_000
acisfJ1746048m284627_001 450.6 45 32 266.520023531 -28.7743502808 1 02276_000
acisfJ1746074m220304_001 461.9 20 3 266.530839253 -22.0511365017 1 09064_000
acisfJ1746093m275718_001 444.1 18 12 266.53893698 -27.9551203812 1 06622_000
acisfJ1746123m263558_001 373.1 3 1 266.551529 -26.5996815021 1 08650_001
acisfJ1746123p622622_001 449.9 32 12 266.551579462 62.4394615364 1 04158_000
acisfJ1746147m282023_001 450.4 25 11 266.561361051 -28.3398582117 1 02285_000
acisfJ1746152m261150_001 372.8 9 1 266.563561232 -26.1973468568 1 08663_001
acisfJ1746152m321339_001 450.3 110 49 266.564223798 -32.2270025426 11 04565_000,04566_000,04567_000,08987_001,08988_000,08989_000,08990_000,09833_000,09837_000,09838_000,09839_000
acisfJ1746182m254739_001 373.1 9 2 266.575853605 -25.794179323 1 08675_001
acisfJ1746202m285222_001 503.8 211 132 266.584598189 -28.8729052378 2 00945_000,14897_000
acisfJ1746226m290232_001 450.5 29 15 266.594565961 -29.0422393897 1 02282_000
acisfJ1746257m321843_001 297.2 7 1 266.607263864 -32.312028539 1 13574_000
acisfJ1746287m315432_001 297.1 4 0 266.619605342 -31.9091004573 1 13581_000
acisfJ1746307m312946_001 373.1 7 1 266.628136161 -31.4961438186 1 08772_000
acisfJ1746319m283640_001 530.1 127 82 266.631527476 -28.6131781059 2 02292_000,07044_000
acisfJ1746337m310534_001 372.7 4 2 266.640791923 -31.0930444109 1 08760_000
acisfJ1746367m304125_001 373.0 11 2 266.653070518 -30.690353836 1 08747_000
acisfJ1746422m291928_001 296.1 74 44 266.676206235 -29.3246488499 1 09559_001
acisfJ1746423m281023_001 450.8 31 5 266.676403401 -28.1731604654 1 02274_000
acisfJ1746448m262402_001 373.0 9 1 266.686931264 -26.4006658212 1 08651_001
acisfJ1746476m255951_001 372.9 7 2 266.698436551 -25.9977677756 1 08664_001
acisfJ1746504m285236_001 629.2 164 85 266.710153774 -28.8775942937 2 02273_000,07048_000
acisfJ1747000m320646_001 297.1 7 1 266.750200542 -32.1129132713 1 13580_000
acisfJ1747001m282627_001 450.5 29 16 266.750800316 -28.4410624533 1 02280_000
acisfJ1747029m314234_001 297.1 5 0 266.762252008 -31.7096289726 1 13549_000
acisfJ1747047m311748_001 372.8 5 0 266.769915076 -31.2967347347 1 08771_000
acisfJ1747072m282630_001 374.8 218 133 266.780352708 -28.4418927986 1 00944_000
acisfJ1747076m305336_001 372.6 7 2 266.781951516 -30.8934695999 1 08759_000
acisfJ1747080m290945_001 296.1 34 22 266.783397299 -29.1626452469 1 07163_000
acisfJ1747104m302927_001 373.0 5 1 266.793517641 -30.4909246319 1 08746_000
acisfJ1747155m295728_001 370.3 49 29 266.814901818 -29.9577888907 1 14519_000
acisfJ1747157m295854_001 376.1 70 36 266.815250571 -29.98231749 2 02834_000,14520_000
acisfJ1747161m281103_001 11.7 1 0 266.817097076 -28.1843528708 1 07498_000
acisfJ1747172m261202_001 373.1 10 1 266.821797286 -26.2007939488 1 08652_001
acisfJ1747185m284252_001 486.6 160 79 266.828472776 -28.7177165268 2 02288_000,07046_000
acisfJ1747194m254755_001 295.0 11 0 266.831119033 -25.798757884 1 13590_001
acisfJ1747223m281133_001 447.2 71 34 266.84317531 -28.1926997218 1 01036_000
acisfJ1747277m281627_001 450.5 31 13 266.865602625 -28.2742623797 1 02271_000
acisfJ1747295m292559_001 296.1 43 22 266.873329867 -29.4332376593 1 09560_000
acisfJ1747305p451325_001 374.0 44 16 266.877091409 45.2237437308 1 15118_000
acisfJ1747323m282503_001 297.8 181 113 266.88469432 -28.4177514149 1 11795_000
acisfJ1747341m315446_001 297.0 4 0 266.89212345 -31.9130199088 1 13579_000
acisfJ1747360m285939_001 296.1 48 27 266.900026942 -28.9941732725 1 07157_000
acisfJ1747369m313034_001 297.0 5 0 266.903851473 -31.5097109189 1 13548_000
acisfJ1747386m310549_001 372.7 10 2 266.910962394 -31.0970648944 1 08770_000
acisfJ1747413m304138_001 372.7 4 0 266.922454717 -30.6939849096 1 08758_000
acisfJ1747440m301728_001 372.7 7 1 266.933596688 -30.2912267792 1 08745_000
acisfJ1747457m283231_001 450.5 24 18 266.940599198 -28.5420585595 1 02277_000
acisfJ1747494m260004_001 373.2 3 1 266.956134394 -26.0012499126 1 08653_001
acisfJ1747543m291552_001 296.1 28 16 266.976286487 -29.264670682 1 07164_000
acisfJ1747568m295948_001 445.7 59 28 266.986962807 -29.996792726 1 14596_000
acisfJ1748031m244728_001 122.0 74 11 267.014095995 -24.7911472771 3 00654_000,00655_000,03798_000
acisfJ1748052m244645_001 471.0 206 42 267.021076467 -24.7787811901 15 10059_000,11051_000,12454_000,13225_000,13252_000,13705_000,13706_000,13708_000,14339_000,14475_000,14476_000,14477_000,14478_000,14625_000,15615_000
acisfJ1748082m314247_001 297.0 2 0 267.034292307 -31.7131857546 1 13571_000
acisfJ1748107m311837_001 296.9 6 1 267.044800403 -31.3104568396 1 13547_000
acisfJ1748123m305350_001 372.9 7 0 267.051513278 -30.8974050308 1 08769_000
acisfJ1748132m282230_001 454.4 30 14 267.055177485 -28.3752088551 1 02269_000
acisfJ1748144m360743_001 154.1 39 13 267.060212204 -36.1288481259 1 03509_000
acisfJ1748149m302938_001 372.8 6 3 267.062422281 -30.4940812537 1 08757_000
acisfJ1748162m293151_001 296.1 44 23 267.067908342 -29.5308675841 1 09561_000
acisfJ1748174m300529_001 372.9 10 1 267.072864871 -30.09155416 1 08744_000
acisfJ1748223m290545_001 296.0 41 19 267.092981431 -29.0959567357 1 07158_001
acisfJ1748408m292158_001 296.2 29 15 267.170057589 -29.3663148777 1 07165_001
acisfJ1748413m312323_001 467.4 20 6 267.172121927 -31.389893351 1 09060_000
acisfJ1748419m313048_001 296.9 6 0 267.174997319 -31.5134896302 1 13570_000
acisfJ1748445m310638_001 296.7 7 1 267.185538673 -31.1105752686 1 13546_000
acisfJ1748454m271007_001 817.4 469 96 267.189188757 -27.167810284 15 06708_001,08521_000,10111_000,10112_000,10928_000,10930_000,12689_000,12690_000,12691_000,12692_000,12693_000,12694_000,12695_000,13407_000,13509_000
acisfJ1748459m304150_001 372.8 4 0 267.191519599 -30.6974272939 1 08768_000
acisfJ1748484m301739_001 372.8 7 2 267.201893698 -30.2943726512 1 08756_000
acisfJ1748508m295329_001 373.2 6 1 267.211890825 -29.8915408005 1 08743_000
acisfJ1748510m202246_001 453.0 60 18 267.212688488 -20.379536667 1 00947_000
acisfJ1748523m202155_001 155.8 61 13 267.218820506 -20.3648610508 4 03360_000,03799_001,10060_000,11802_000
acisfJ1749033m293800_001 296.1 49 32 267.264135236 -29.6335732544 1 09562_000
acisfJ1749052m273245_001 370.4 8 1 267.271996059 -27.5459625325 1 07504_000
acisfJ1749087m291150_001 296.1 53 25 267.286287861 -29.1974726418 1 07159_001
acisfJ1749096m272447_001 445.2 2 0 267.290068037 -27.4132778487 1 09013_000
acisfJ1749121m263831_001 12.0 0 0 267.300631587 -26.6420823794 1 14643_000
acisfJ1749145m200019_001 446.5 47 22 267.310828076 -20.0053488091 1 12375_000
acisfJ1749157m311849_001 296.5 18 0 267.315753778 -31.3136602893 1 13569_000
acisfJ1749180m305436_001 296.6 3 2 267.325382768 -30.910029422 1 13545_000
acisfJ1749194m302951_001 373.1 9 2 267.330869468 -30.4975189421 1 08767_000
acisfJ1749217m300538_001 372.9 5 0 267.340689116 -30.0941321656 1 08755_000
acisfJ1749240m294129_001 373.1 7 0 267.350059879 -29.6916347596 1 08742_000
acisfJ1749273m292803_001 296.1 28 30 267.363767163 -29.4677564511 1 07166_001
acisfJ1749281p700917_001 373.6 37 11 267.367236251 70.1547788078 1 00872_000
acisfJ1749319m280759_001 96.5 22 4 267.385334265 -28.1358445594 2 11077_000,13704_001
acisfJ1749386p700717_001 459.4 13 1 267.410840661 70.1214961065 1 01640_000
acisfJ1749490m294414_001 296.7 50 28 267.454568524 -29.7373070852 1 09563_000
acisfJ1749493m310647_001 296.7 6 1 267.455829801 -31.1130816368 1 13568_000
acisfJ1749508m331158_001 22.3 0 0 267.462019503 -33.1995485609 1 00667_001
acisfJ1749516m304237_001 296.7 5 1 267.465146081 -30.7103104311 1 13544_000
acisfJ1749527m301750_001 372.7 4 3 267.469862965 -30.2972455554 1 08766_000
acisfJ1749549m295339_001 372.9 6 0 267.479109784 -29.8941927913 1 08754_000
acisfJ1749552m291755_001 296.6 37 19 267.480097028 -29.2987125653 1 07160_000
acisfJ1750038m322641_001 444.5 14 7 267.516636461 -32.4436687323 2 00669_000,02698_000
acisfJ1750127m064233_001 109.8 20 7 267.552869118 -6.70905310497 4 07457_000,09952_000,12403_000,12404_000
acisfJ1750139m293408_001 296.1 50 25 267.557928401 -29.5688993886 1 07167_001
acisfJ1750142m370300_001 453.9 54 23 267.55957913 -37.0500901466 2 09598_000,09874_000
acisfJ1750195p350328_001 377.9 32 11 267.581596455 35.0578154954 1 12252_000
acisfJ1750227m305447_001 296.6 10 1 267.594934397 -30.9132682404 1 13567_000
acisfJ1750237m290208_001 373.2 60 38 267.598934836 -29.0357542717 1 14651_000
acisfJ1750247m212555_001 371.2 45 15 267.603053344 -21.4321067812 1 03802_000
acisfJ1750248m303035_001 296.6 6 1 267.603668129 -30.5099241816 1 13543_000
acisfJ1750259m300549_001 373.0 7 3 267.608042158 -30.0970944034 1 08765_000
acisfJ1750280m294137_001 373.2 10 1 267.616818728 -29.6936619494 1 08753_000
acisfJ1750377m294957_001 298.1 49 21 267.65727289 -29.8325088372 1 09900_000
acisfJ1750412m264701_001 461.4 14 2 267.671919609 -26.7838061989 1 09048_000
acisfJ1750418m292358_001 296.1 41 29 267.674221374 -29.3996801818 1 07161_000
acisfJ1750438m285431_001 446.0 10 3 267.682913881 -28.9088757619 1 07562_000
acisfJ1750508m343542_001 445.0 67 25 267.712065089 -34.5951781619 1 09959_000
acisfJ1750552m290813_001 373.1 6 1 267.730280586 -29.1371461245 1 08709_000
acisfJ1750562m304245_001 296.6 6 0 267.734249299 -30.7126273357 1 13566_000
acisfJ1750581m301833_001 296.5 5 0 267.742283607 -30.3092259131 1 13542_000
acisfJ1750590m295347_001 373.0 7 0 267.74601487 -29.8965230493 1 08764_000
acisfJ1751007m294010_001 296.2 48 31 267.752949882 -29.669675 1 07168_001
acisfJ1751150m303751_001 23.4 27 13 267.81276519 -30.6310464648 1 04561_000
acisfJ1751257m293416_001 375.5 168 90 267.85740709 -29.5712388683 2 09505_000,09855_000
acisfJ1751261m292023_001 373.2 12 1 267.858937489 -29.3399351307 1 08720_000
acisfJ1751280m285611_001 373.2 8 2 267.866811286 -28.9364241949 1 08710_000
acisfJ1751282m293533_001 521.4 993 240 267.866724097 -29.5916362217 11 05934_000,06362_000,06365_001,09500_000,09501_000,09502_000,09503_000,09504_000,09854_000,09892_000,09893_000
acisfJ1751284m293001_001 296.9 61 25 267.868416836 -29.5003819716 1 07162_001
acisfJ1751293m303043_001 296.5 2 2 267.872217727 -30.5119461457 1 13565_000
acisfJ1751312m300633_001 296.4 5 0 267.880039566 -30.1091726007 1 13541_000
acisfJ1751414p230545_001 384.8 44 14 267.922641737 23.0960468601 1 03218_000
acisfJ1751588m290820_001 373.2 8 2 267.995220782 -29.1390091894 1 08721_000
acisfJ1752005m284409_001 373.0 4 1 268.002494132 -28.735970523 1 08711_000
acisfJ1752024m301842_001 296.4 5 1 268.010152671 -30.3117017945 1 13564_000
acisfJ1752041m295429_001 296.3 9 0 268.017118982 -29.908062664 1 13540_000
acisfJ1752156m222047_001 14.1 17 3 268.065470302 -22.3465629748 4 11053_001,11055_000,11056_000,12310_000
acisfJ1752233m313938_001 444.8 18 7 268.097430665 -31.6608052262 1 01914_000
acisfJ1752293m294517_001 296.4 7 2 268.12208871 -29.7547667178 1 13539_000
acisfJ1752299m292027_001 373.0 16 2 268.124802895 -29.3408953228 1 08731_000
acisfJ1752314m285618_001 373.1 5 1 268.131110339 -28.9385141554 1 08722_000
acisfJ1752331m283205_001 373.2 12 1 268.137986338 -28.5349565292 1 08712_000
acisfJ1752354m300638_001 296.4 9 0 268.147622765 -30.1105925665 1 13563_000
acisfJ1752474p294958_001 451.2 11 4 268.19750307 29.8327819862 1 07055_000
acisfJ1753020m293312_001 296.3 7 0 268.258519412 -29.5533517943 1 13528_000
acisfJ1753025m290825_001 373.1 9 2 268.260421196 -29.1403177347 1 08732_000
acisfJ1753039m284414_001 373.2 8 3 268.266441316 -28.7373135875 1 08723_000
acisfJ1753054m282003_001 373.1 4 0 268.272725361 -28.3342939213 1 08713_000
acisfJ1753067m295507_001 296.3 9 1 268.27793894 -29.9188249608 1 13562_000
acisfJ1753320m253854_001 444.8 3 0 268.383396611 -25.6483828615 1 08149_000
acisfJ1753333m294517_001 296.3 11 4 268.388978989 -29.7549447051 1 13561_000
acisfJ1753334m235120_001 443.8 7 6 268.389319999 -23.8556720547 1 01915_001
acisfJ1753345m292109_001 296.1 15 1 268.394053899 -29.3526170736 1 13529_000
acisfJ1753350m285620_001 373.2 9 0 268.395947443 -28.9389741115 1 08733_000
acisfJ1753357m191504_001 447.9 5 4 268.399146695 -19.2512759867 1 13803_001
acisfJ1753363m283211_001 373.1 10 2 268.401251624 -28.5365877052 1 08724_000
acisfJ1753377m280758_001 373.1 7 0 268.407153098 -28.1329914798 1 08714_000
acisfJ1753391m254508_001 11.2 1 0 268.413320072 -25.7522864555 1 14621_000
acisfJ1754007m301127_001 444.3 54 19 268.503078516 -30.1909090317 1 07627_000
acisfJ1754050m255327_001 445.1 9 2 268.520903601 -25.8910964082 1 10521_001
acisfJ1754059m293315_001 296.2 13 1 268.524759476 -29.5543313233 1 13550_000
acisfJ1754071m290905_001 296.1 7 0 268.529780577 -29.1515435648 1 13530_000
acisfJ1754073m284417_001 373.1 12 1 268.530609787 -28.7381558825 1 08734_000
acisfJ1754085m282006_001 373.1 10 0 268.535677992 -28.3351365679 1 08725_000
acisfJ1754098m275555_001 372.9 3 0 268.54099337 -27.932126123 1 08715_000
acisfJ1754104p664557_001 450.9 35 16 268.543481052 66.7660751964 1 12925_001
acisfJ1754109p663929_001 447.3 39 11 268.545419678 66.6581321164 1 12926_001
acisfJ1754123p663301_001 451.0 42 17 268.551588785 66.5505117197 1 12927_001
acisfJ1754153m275448_001 77.1 38 12 268.564040614 -27.9135208263 1 09882_000
acisfJ1754172p662647_001 449.4 62 22 268.571772078 66.4464790391 1 12928_000
acisfJ1754192p673733_001 13.2 1 0 268.580247489 67.6260161209 1 07872_000
acisfJ1754283m262109_001 451.0 32 20 268.618294026 -26.3527400483 1 04550_001
acisfJ1754383m292109_001 296.2 6 3 268.659889358 -29.352740047 1 13551_000
acisfJ1754394m285701_001 295.9 7 2 268.664490255 -28.9503108319 1 13531_000
acisfJ1754396m283211_001 373.1 13 1 268.665083546 -28.5365536147 1 08735_000
acisfJ1754406m280803_001 373.0 9 2 268.669423183 -28.1341706288 1 08726_000
acisfJ1754412m294916_001 445.9 321 137 268.671732194 -29.8211556107 2 04547_000,05303_000
acisfJ1754418m274349_001 372.8 8 1 268.674378314 -27.7305432949 1 08716_000
acisfJ1754441m605415_001 382.4 18 5 268.683910461 -60.9042477672 1 10262_000
acisfJ1754577p675101_001 456.6 18 5 268.740524978 67.8504753642 1 04049_000
acisfJ1755107m290904_001 296.1 9 0 268.794656947 -29.1511854925 1 13552_000
acisfJ1755116m284454_001 295.9 8 1 268.798630817 -28.7484766597 1 13532_000
acisfJ1755117m282007_001 373.1 11 0 268.798830943 -28.335514779 1 08736_000
acisfJ1755127m275556_001 372.8 7 0 268.80296031 -27.9324733298 1 08727_000
acisfJ1755137m273146_001 372.5 7 2 268.807335322 -27.5294716143 1 08717_000
acisfJ1755229p662701_001 445.3 36 10 268.845505148 66.450366993 1 12932_000
acisfJ1755229p664801_001 450.9 27 5 268.845431976 66.8004286901 1 12929_000
acisfJ1755243p663908_001 447.5 38 13 268.851257144 66.6523035906 1 12930_001
acisfJ1755313p663722_001 445.1 37 10 268.880421792 66.6228622009 1 12931_000
acisfJ1755429m285700_001 296.1 8 1 268.929136545 -28.9501536193 1 13553_000
acisfJ1755437m280801_001 373.1 8 1 268.932262647 -28.1336609097 1 08737_000
acisfJ1755437m283250_001 295.9 9 1 268.932424856 -28.5472462515 1 13533_000
acisfJ1755445m274352_001 372.7 7 0 268.935688204 -27.7312775755 1 08728_000
acisfJ1755455m271939_001 372.7 9 1 268.939727538 -27.3276355268 1 08718_000
acisfJ1755547p181859_001 460.7 8 1 268.978228917 18.3165752974 1 00416_000
acisfJ1756062m341227_001 450.9 23 9 269.026066843 -34.2075583959 1 06588_000
acisfJ1756151m284454_001 296.1 10 0 269.063182528 -28.7483707772 1 13554_000
acisfJ1756156m275556_001 373.1 8 1 269.065126469 -27.9324000366 1 08738_000
acisfJ1756158m282045_001 295.8 14 0 269.065978915 -28.3458725189 1 13534_000
acisfJ1756163m273145_001 372.9 10 3 269.068317296 -27.529344443 1 08729_000
acisfJ1756172m270734_001 373.0 8 2 269.071778155 -27.1263482546 1 08719_000
acisfJ1756206m215721_001 444.1 76 31 269.085949284 -21.9543313517 2 03733_002,12359_000
acisfJ1756328p664059_001 448.1 33 15 269.136958737 66.6831437192 1 13244_000
acisfJ1756338p663401_001 445.3 38 12 269.141209909 66.5670433893 1 12935_000
acisfJ1756389p662650_001 452.3 59 21 269.162196618 66.4472421046 1 12936_000
acisfJ1756394p664745_001 449.5 42 24 269.16443011 66.7959238069 1 12933_000
acisfJ1756471m283246_001 296.0 8 0 269.196457368 -28.5463072333 1 13555_000
acisfJ1756474m274349_001 373.2 3 1 269.197532487 -27.7303101705 1 08739_000
acisfJ1756477m280837_001 297.6 6 0 269.198883657 -28.143682954 1 13535_000
acisfJ1756480m271940_001 373.4 6 2 269.200053521 -27.3279588573 1 08730_000
acisfJ1756572m250641_001 447.2 24 12 269.236955088 -25.1118685581 2 08564_000,10084_000
acisfJ1757189m282041_001 295.8 5 0 269.329037506 -28.3448538995 1 13556_000
acisfJ1757190m273143_001 373.2 4 1 269.329532464 -27.5288228555 1 08740_000
acisfJ1757194m275631_001 295.7 6 0 269.331220679 -27.9420054942 1 13536_000
acisfJ1757195p662923_001 375.1 73 13 269.331452428 66.4897522003 2 10443_001,11999_000
acisfJ1757206m270810_001 295.7 5 1 269.336047975 -27.1361959845 1 13589_000
acisfJ1757322m304302_001 449.6 100 44 269.384514571 -30.717394579 1 13620_000
acisfJ1757506m271935_001 373.1 5 0 269.460959015 -27.3265054236 1 08741_000
acisfJ1757507m280834_001 295.8 5 1 269.461352132 -28.1428997108 1 13557_000
acisfJ1757511m274423_001 295.7 8 2 269.463227125 -27.739953197 1 13537_000
acisfJ1758224m275625_001 295.7 7 2 269.593512317 -27.9404155958 1 13558_000
acisfJ1758227m273215_001 295.6 5 1 269.594738337 -27.5377229288 1 13538_000
acisfJ1758293p663826_001 458.1 53 13 269.622434618 66.6407509617 1 00630_000
acisfJ1758387m212004_001 461.4 6 7 269.661403601 -21.3345940178 1 09056_000
acisfJ1758395m334841_001 148.9 40 20 269.664644753 -33.8115222327 1 03510_000
acisfJ1758460m290657_001 303.8 297 118 269.69169248 -29.1160384161 5 11303_000,11304_000,11305_000,11306_000,11307_000
acisfJ1758498m334923_001 456.2 105 33 269.707555295 -33.8231516657 1 04586_000
acisfJ1758540m274418_001 295.8 6 2 269.725155444 -27.7385510445 1 13559_000
acisfJ1759117m344927_001 11.3 0 0 269.798781721 -34.8242849603 1 12946_000
acisfJ1759254m273211_001 295.6 9 0 269.85606531 -27.5364498316 1 13560_000
acisfJ1800245m232555_001 451.9 81 41 270.102409177 -23.432148078 1 02828_000
acisfJ1800276m240230_001 445.0 196 101 270.11527802 -24.0418383608 1 10997_000
acisfJ1801007m245046_001 444.4 22 11 270.252966882 -24.846167152 1 00753_000
acisfJ1801079m250641_001 446.8 3 12 270.282984655 -25.1115530343 1 00109_000
acisfJ1801316m203128_001 444.4 7 49 270.381996125 -20.5246287871 1 07031_000
acisfJ1801334p440434_001 12.3 4 0 270.389243093 44.0762732391 1 09286_000
acisfJ1801380m265008_001 444.4 46 21 270.408610673 -26.8357154844 1 09960_000
acisfJ1801388p135141_001 308.1 39 4 270.411964226 13.861598039 1 09263_000
acisfJ1801502m085715_001 377.4 25 7 270.459483794 -8.95419258851 1 09597_000
acisfJ1802259m225720_001 454.0 282 64 270.608233922 -22.955821731 1 02566_000
acisfJ1803166m295750_001 457.3 291 122 270.819248329 -29.964112827 1 03780_000
acisfJ1803347m300217_001 445.3 29 9 270.894755419 -30.0381099048 1 08963_000
acisfJ1803446m242220_001 446.2 764 90 270.936108437 -24.3724068565 3 03754_001,04397_000,04444_000
acisfJ1803462m001847_001 461.0 57 18 270.942908562 -0.313141126718 1 11025_000
acisfJ1803519m213555_001 447.0 49 21 270.966433743 -21.5986866988 1 05590_000
acisfJ1804099m342108_001 12.5 3 0 271.041596044 -34.3524397081 1 12947_000
acisfJ1804242m242108_001 450.7 796 131 271.100962357 -24.3524126681 1 00977_000
acisfJ1804310m274000_001 369.6 1 1 271.129385621 -27.6667976696 1 14677_001
acisfJ1804334p100505_001 382.0 22 8 271.139419001 10.0848589397 1 15098_001
acisfJ1804482m300203_001 373.4 95 49 271.201155461 -30.0342268542 1 12400_000
acisfJ1804490m300305_001 446.5 38 23 271.204244729 -30.0514312642 1 08961_000
acisfJ1804505m073522_001 447.3 26 8 271.210598108 -7.58957733186 1 08949_000
acisfJ1805028m274142_001 446.5 54 17 271.261730363 -27.6950969176 1 03789_000
acisfJ1805051m283517_001 447.3 49 8 271.271563633 -28.5881777753 1 03818_000
acisfJ1805052p110130_001 308.5 37 8 271.271713726 11.0251022883 1 09258_000
acisfJ1806092m274610_001 444.9 17 6 271.538447401 -27.7694481255 1 08956_000
acisfJ1806317m221348_001 11.2 1 0 271.632440828 -22.2300471155 1 12449_000
acisfJ1806337m221702_001 444.6 26 9 271.640733706 -22.2840806244 1 01916_001
acisfJ1806448p694910_001 13.7 6 0 271.686785367 69.8194737322 1 02959_000
acisfJ1806508m432542_001 455.9 7 2 271.711938531 -43.4285140889 1 05179_001
acisfJ1806519p695003_001 444.4 22 6 271.716379451 69.8343509091 1 00841_000
acisfJ1807203m250025_001 446.1 29 15 271.834706652 -25.0071574788 1 05435_000
acisfJ1807271p455117_001 460.9 87 25 271.862986482 45.8549798548 2 01899_001,02503_000
acisfJ1808041m434247_001 461.8 90 21 272.017219743 -43.7132106032 1 03779_000
acisfJ1808175m202157_001 445.6 1 1 272.072948125 -20.3659369963 1 08151_000
acisfJ1808397m202515_001 446.2 17 5 272.165740054 -20.4211173574 2 00746_000,01827_000
acisfJ1808567m200418_001 444.9 15 2 272.236643263 -20.0717876145 1 10518_000
acisfJ1809065m203205_001 444.2 46 22 272.277458633 -20.5347574191 1 06224_000
acisfJ1809145m321112_001 450.7 58 18 272.31062854 -32.1867983947 1 11007_000
acisfJ1809168m255346_001 370.2 97 33 272.320214516 -25.8962982922 1 13671_000
acisfJ1809182m255445_001 443.3 24 7 272.326123654 -25.9127027234 1 08957_000
acisfJ1809292m241217_001 447.6 53 21 272.37174164 -24.2049740181 1 14591_000
acisfJ1809424m191820_001 447.5 61 14 272.426987317 -19.3056494895 1 03853_001
acisfJ1809507m194346_001 133.5 12 1 272.461586318 -19.7300805388 10 06660_000,07594_001,11102_000,11103_001,12105_001,12221_001,13149_000,13217_000,13746_000,13747_000
acisfJ1809544m233300_001 557.1 95 29 272.479541349 -23.5523395354 2 00739_000,12546_000
acisfJ1810144m192151_001 443.8 45 19 272.5603497 -19.3642917918 1 06720_000
acisfJ1810167m314536_001 373.9 38 13 272.569626623 -31.7602056847 1 09961_000
acisfJ1810326m191720_001 446.9 3 0 272.636144366 -19.2890468418 1 09608_001
acisfJ1810340p174419_001 449.9 38 11 272.641757121 17.738725899 1 12465_000
acisfJ1810405m204305_001 443.4 31 14 272.668831955 -20.7181922328 1 10713_000
acisfJ1810440m260934_001 11.6 6 1 272.683748295 -26.1596225783 1 03827_000
acisfJ1810466m190515_001 298.2 54 26 272.694173561 -19.0877239402 1 03512_000
acisfJ1810548m182033_001 371.6 14 4 272.72841997 -18.3426830525 1 13775_000
acisfJ1811027p495453_001 378.4 17 4 272.76143554 49.9149290484 1 15163_000
acisfJ1811160m182801_001 449.2 16 0 272.816828627 -18.4671314463 1 08162_001
acisfJ1811213m191351_001 445.7 5 0 272.838939571 -19.2309190591 1 08153_000
acisfJ1811280m192550_001 768.5 63 34 272.867128422 -19.4308524113 3 03910_001,03911_001,03912_000
acisfJ1811285m192425_001 477.9 198 62 272.867906977 -19.4052880198 4 03909_001,14830_002,14831_000,14832_001
acisfJ1811294m192632_001 499.4 120 48 272.873898411 -19.4435318904 5 00780_000,00781_001,02322_000,15652_001,16323_001
acisfJ1811368p013148_001 454.1 42 9 272.903517771 1.53015950145 1 15054_000
acisfJ1811553m185924_001 372.4 108 60 272.980632424 -18.9900102453 1 14662_000
acisfJ1812146m184239_001 446.1 13 2 273.060913999 -18.7110475895 1 08167_000
acisfJ1813235m163524_001 463.0 15 3 273.347992966 -16.5900017978 1 09052_001
acisfJ1813238m124607_001 304.3 38 11 273.349169707 -12.7688817224 1 14399_000
acisfJ1813283m175216_001 443.0 121 72 273.368133228 -17.8712141065 1 06685_000
acisfJ1813388m612653_001 382.1 26 6 273.411947926 -61.4481421426 1 14389_000
acisfJ1813390m574346_001 461.2 27 11 273.412789826 -57.7295041051 1 15056_000
acisfJ1813394m314952_001 445.3 29 9 273.414353793 -31.831184973 1 08974_000
acisfJ1814304m170941_001 448.4 11 10 273.626792791 -17.161477351 1 00950_000
acisfJ1815106m120342_001 458.7 5 0 273.79425247 -12.0618793753 1 00670_000
acisfJ1815357p612637_001 448.2 24 3 273.898975678 61.4436236552 1 03056_000
acisfJ1815437m165246_001 443.9 30 12 273.932495809 -16.8796040155 1 06688_000
acisfJ1816356m564333_001 452.0 7 1 274.148663793 -56.7260646786 1 13804_000
acisfJ1816367p451040_001 453.3 54 12 274.152961034 45.1780443166 1 13724_000
acisfJ1816474m571342_001 459.1 12 3 274.197829664 -57.2285115339 1 12962_000
acisfJ1816511m162140_001 446.1 48 18 274.21305644 -16.3613181755 1 06689_001
acisfJ1817047m160739_001 445.7 14 3 274.269855273 -16.1277626943 1 08160_001
acisfJ1817050m361839_001 450.3 56 26 274.271090408 -36.3109536101 1 02011_001
acisfJ1817183m250836_001 459.8 19 4 274.326257729 -25.1434228323 1 09067_000
acisfJ1818177m165348_001 448.3 336 88 274.573861194 -16.8968880862 1 12348_000
acisfJ1818360p142357_001 449.5 25 6 274.65001096 14.399365773 1 01917_000
acisfJ1818374m170255_001 444.2 30 17 274.656172782 -17.0487981864 1 06654_000
acisfJ1818440m134810_001 452.2 892 165 274.683515482 -13.8028962226 1 00978_000
acisfJ1818515m145902_001 456.6 60 15 274.714986705 -14.9841093922 3 05530_000,06288_000,06289_000
acisfJ1818519m160234_001 450.0 11 6 274.716414497 -16.0429886782 1 07617_000
